did,name,kw,nr_attr,desc,feats
44493,numerai28.6_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,21,Subsampling of the dataset numerai28.6 (23517) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python,"attribute_6, attribute_8, attribute_13, attribute_12, attribute_5, attribute_14, attribute_10, attribute_19, attribute_1"
44347,credit_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,10,Subsampling of the dataset credit (44089) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def ,"SeriousDlqin2yrs, NumberRealEstateLoansOrLines, NumberOfTimes90DaysLate, NumberOfDependents, MonthlyIncome, RevolvingUti"
44227,South_Asian_Churn_dataset,unknown,13,The SATO data set used is real life data collected from a major wireless telecom operator in South Asia.,"Aggregate_Data_Rev, Aggregate_Data_Vol, Aggregate_Total_Rev, aug_fav_a, network_age, aug_user_type, Aggregate_complaint_"
44362,california_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,8,Subsampling of the dataset california (44090) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python ,"Longitude, HouseAge, price, MedInc, AveOccup, Latitude, AveRooms, AveBedrms, Population"
44367,wine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,11,Subsampling of the dataset wine (44091) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def su,"chlorides, fixed acidity, density, quality, alcohol, citric acid, sulphates, free sulfur dioxide, total sulfur dioxide, "
44407,phoneme_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,5,Subsampling of the dataset phoneme (44127) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def,"V4, Class, V5, V3, V2, V1"
44382,pol_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,26,Subsampling of the dataset pol (44122) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def sub,"f33, f9, f7, f8, f25, f30, f32, f15, f20, f5, f23, f27, f16, f24, f18, f22, f26, binaryClass, f14, f19, f31, f13, f21, f"
46944,Mobile_Price,social,20,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"battery_power, m_dep, clock_speed, px_height, blue, fc, int_memory, n_cores, four_g, sc_h, talk_time, mobile_wt, wifi, p"
44504,steel-plates-fault_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,27,Subsampling of the dataset steel-plates-fault (40982) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ``,"V26, V13, V23, V10, V24, V15, V1, V17, V6, V22, V11, V8, V19, V27, V3, V4, V12, target, V16, V2, V14, V7, V9, V18, V5, V"
44621,car_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,6,Subsampling of the dataset car (40975) with seed=3 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def sub,"persons, doors, buying, lug_boot, maint, class, safety"
40664,car-evaluation,unknown,21,car-evaluation-pmlb,"persons_4, buying_price_med, buying_price_vhigh, safety_low, class, buying_price_low, luggage_boot_size_med, persons_mor"
991,car,unknown,6,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"persons, doors, buying, lug_boot, maint, safety, binaryClass"
46938,Is-this-a-good-customer,social,13,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"having_children_flg, bad_client_target, product_type, region, month, is_client, credit_term, phone_operator, sex, age, e"
45648,MIC,unknown,104,Myocardial infarction complications Database,"GIPER_NA, ant_im, endocr_03, D_AD_ORIT, ritm_ecg_p_04, n_r_ecg_p_08, GB, endocr_02, n_p_ecg_p_03, np_08, ritm_ecg_p_07, "
40647,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,unknown,20,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1-pmlb,"N4, N0, N17, N16, class, N2, N6, N7, N14, P2, N3, P1, N15, N9, N1, N10, N12, N5, N11, N8, N13"
40649,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,unknown,20,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001-pmlb,"N4, N0, M1P0, class, M1P1, N2, M0P0, N6, N7, N14, N3, N15, N9, N1, N10, N12, M0P1, N5, N11, N8, N13"
1501,semeion,image,256,**Author**: Semeion Research Center of Sciences of Communication **Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/semeion+handwritten+digit) **Please cite**: Semeion Resear,"V213, V170, V199, V236, V13, V23, V50, V104, V118, V77, V76, V120, V86, V164, V112, V15, V165, V47, V1, V68, V54, V138, "
1050,pc3,education,37,"**Author**: Mike Chapman, NASA **Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/pc3.html) - 2004 **Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2","HALSTEAD_ERROR_EST, NUM_UNIQUE_OPERANDS, MODIFIED_CONDITION_COUNT, NUM_OPERANDS, NUMBER_OF_LINES, NORMALIZED_CYLOMATIC_C"
1146,OVA_Prostate,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
1130,OVA_Lung,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
1139,OVA_Omentum,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
1161,OVA_Colon,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
1138,OVA_Uterus,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
1142,OVA_Endometrium,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
1134,OVA_Kidney,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
1166,OVA_Ovary,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
1128,OVA_Breast,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 2252"
46758,PostPartum_Depression,health,10,"PostPartum Depression Mental Disorder of pregnant women About Dataset In our research, we gathered a dataset of 1503 records from a medical hospital using a questionnaire administe","Overeating or loss of appetite, Problems of bonding with baby, Irritable towards baby & partner, Feeling_anxious, Feelin"
44480,amazon-commerce-reviews_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset amazon-commerce-reviews (1457) with seed=2 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code,"V8887, V5656, V5782, V965, V4071, V5000, V8584, V2178, V7812, V4285, V386, V6872, V7006, V5909, V1718, V3884, V8447, V44"
46927,Fitness_Club,social,6,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"days_before, time, day_of_week, months_as_member, weight, category, attended"
47150,CanadaFiresD,unknown,46,"CanadaFiresD data in SOAK paper by Hocking et al. Statistical Analysis and Data Mining (2026), subset_type=time/space file=CanadaFires_downSampled","minimum_5m_b, NDVI, rdnbrwoff, minimum_3m_g, dnbr, r, image, minimum_5m_r, minimum_3m_b, rbr, mean_5m_n, minimum_5m_g, m"
983,cmc,unknown,9,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Husbands_education, Wifes_education, Standard-of-living_index, Wifes_religion, Husbands_occupation, Media_exposure, Wife"
44614,cmc_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,9,Subsampling of the dataset cmc (23) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def subsam,"Husbands_education, Wifes_education, Standard-of-living_index, Wifes_religion, Wifes_now_working%3F, Husbands_occupation"
43896,ibm-employee-attrition,education,34,IBM Employee Attrition Data The dataset used in the code pattern is supplied by Kaggle and contains HR analytics data of employees that stay and leave. The types of data include me,"JobLevel, Over18, Department, TotalWorkingYears, Attrition, WorkLifeBalance, Education, TrainingTimesLastYear, YearsAtCo"
44609,pc4_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,37,Subsampling of the dataset pc4 (1049) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def subs,"HALSTEAD_ERROR_EST, NUM_UNIQUE_OPERANDS, MODIFIED_CONDITION_COUNT, NUM_OPERANDS, NUMBER_OF_LINES, NORMALIZED_CYLOMATIC_C"
1049,pc4,education,37,"**Author**: Mike Chapman, NASA **Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/pc1.html) - 2004 **Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2","HALSTEAD_ERROR_EST, NUM_UNIQUE_OPERANDS, MODIFIED_CONDITION_COUNT, NUM_OPERANDS, NUMBER_OF_LINES, NORMALIZED_CYLOMATIC_C"
46876,depression_2020,finance,20,"Context Hi, The original Dataset wad published by Frankcc in the following link: Link Kaggle The dataset is involved into the analysis of depression. The data was consists as a stu","incoming_business, incoming_agricultural, incoming_own_farm, Age, incoming_salary, education_level, Number_children, no_"
46782,binary_alpha_digits,unknown,320,From original source: ----- Binary 20x16 digits of '0' through '9' and capital 'A' through 'Z'. 39 examples of each class.,"4, 114, 48, 274, 92, 36, 225, 238, 220, 23, 233, 129, 61, 161, 85, 29, 140, 278, 130, 134, 72, 53, 261, 10, 96, 202, 153"
46851,hepatitis_c_virus_hcv_for_egyptian_patients,biology,28,Egyptian patients who underwent treatment dosages for HCV about 18 months. Discretization should be applied based on expert recommendations; there is an attached file shows how. Ag,"Diarrhea_, ALT_24, ALT_after_24_w, WBC, Headache_, Epigastric_pain_, AST_1, Baseline_histological_Grading, Gender, ALT4,"
1462,banknote-authentication,image,4,"Author: Volker Lohweg (University of Applied Sciences, Ostwestfalen-Lippe) Source: [UCI](https://archive.ics.uci.edu/ml/datasets/banknote+authentication) - 2012 Please cite: [UCI](","V4, Class, V3, V2, V1"
46963,website_phishing,unknown,9,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"SSLfinal_State, age_of_domain, SFH, WebsiteType, Request_URL, having_IP_Address, popUpWidnow, URL_of_Anchor, web_traffic"
966,analcatdata_halloffame,unknown,16,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Position, Number_seasons, Slugging_pct, Fielding_ave, Triples, Hits, Home_runs, Games_played, Player, Runs, Walks, Strik"
185,baseball,unknown,16,"Database of baseball players and play statistics, including 'Games_played', 'At_bats', 'Runs', 'Hits', 'Doubles', 'Triples', 'Home_runs', 'RBIs', 'Walks', 'Strikeouts', 'Batting_av","Position, Number_seasons, Slugging_pct, Fielding_ave, Triples, Hits, Hall_of_Fame, Home_runs, Games_played, Player, Runs"
40680,mofn-3-7-10,unknown,10,"**Author**: Unknown **Source**: [PMLB](https://github.com/EpistasisLab/penn-ml-benchmarks/tree/master/datasets/classification) Supposedly from UCI originally, but can't find it the","Bit-6, Bit-2, Bit-5, Bit-9, Bit-8, class, Bit-3, Bit-1, Bit-4, Bit-7, Bit-0"
41705,ASP-POTASSCO-classification,unknown,142,"Author: Marius Lindauer Date: 27.02.2014 These data set was generated for a publication about claspfolio 2.0, i.e., an algorithm selector for ASP. The algorithm portfolio of clasp ","Nodes_in_Positive_BADG, Free_Problem_Variables, Running_Avg_LBD.3, Frac_Literals_in_Conflict_Nogoods.2, Frac_Learnt_Tern"
1566,hill-valley,unknown,100,"**Author**: Lee Graham, Franz Oppacher **Source**: [original](http://www.openml.org/d/1479) - UCI **Please cite**: * Dataset: Hill valley dataset. A noiseless version of the data s","V13, V23, V50, V77, V76, V86, V15, V47, V1, V68, V54, V11, V27, V100, V46, V70, V92, V42, V57, V2, V71, V48, V39, V30, V"
897,colleges_aaup,unknown,15,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"State, Average_salary-associate_professors, College_name, Type, Number_of_full_professors, Average_compensation-full_pro"
934,socmob,unknown,5,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"sons_occupation, counts_for_sons_first_occupation, race, fathers_occupation, binaryClass, family_structure"
46422,Credit-Risk-Classification-Dataset,unknown,42,"Dataset is uploaded from kaggle, see citation for the link.","fea_7_9, fea_6_8, fea_1_4, fea_9_5, fea_7_7, fea_9_2, fea_9_3, fea_1_7, fea_6_4, label, fea_9_4, fea_11, fea_5_1, fea_1_"
40706,parity5_plus_5,unknown,10,parity5_plus_5-pmlb,"Bit_4, Bit_7, Bit_1, Bit_8, Bit_2, class, Bit_9, Bit_3, Bit_5, Bit_6, Bit_10"
1068,pc1,education,21,"**Author**: Mike Chapman, NASA **Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/pc1.html) - 2004 **Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2","V, iv(G), total_Op, uniq_Opnd, ev(g), lOBlank, branchCount, total_Opnd, I, loc, lOCode, defects, D, uniq_Op, v(g), L, B,"
1552,autoUniv-au7-1100,text,12,**Author**: Ray. J. Hickey **Source**: UCI **Please cite**: * Dataset Title: AutoUniv Dataset data problem: autoUniv-au7-300-drift-au7-cpd1-800 * Abstract: AutoUniv is an advanced ,"V4, V6, V12, V7, V9, V10, Class, V11, V5, V8, V3, V2, V1"
44604,cnae-9_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset cnae-9 (1468) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def s,"V199, V50, V375, V599, V47, V316, V591, V27, V500, V771, V384, V673, V211, V679, V258, V326, V94, V507, V127, V667, V628"
1468,cnae-9,text,856,"**Author**: Patrick Marques Ciarelli, Elias Oliviera **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/CNAE-9) - 2010 **Please cite**: ### Description This is a data set co","V370, V506, V668, V170, V412, V199, V453, V701, V738, V205, V645, V793, V375, V313, V260, V47, V623, V316, V360, V583, V"
1453,PieChart3,unknown,37,"**Author**: Hans Bauer Jesus"",""Deter Bergman **Source**: Unknown - Date unknown **Please cite**: pie chart 3","a, ab, p, e, r, c, t, d, k, ag, s, af, ah, ai, ad, v, b, aa, o, m, ac, z, def, g, u, aj, i, ae, l, ak, j, am, h, an, al,"
46184,Flare,unknown,11,**flare** dataset from the **KEEL** repository: https://sci2s.ugr.es/keel/category.php?cat=clas,"Prev24Hour, Area, BecomeHist, Activity, X-class, Class, SpotDistribution, Evolution, HistComplex, C-class, LargestSpotSi"
40687,solar-flare,sensor_signal,12,**Author**: Gary Bradshaw **Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/solar+flare) **Please cite**: **Solar Flare database** Relevant Information: -- The database cont,"C-class_flares_production_by_this_region, Area, Activity, Previous_24_hour_flare_activity_code, Historically-complex, Di"
44602,qsar-biodeg_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,41,Subsampling of the dataset qsar-biodeg (1494) with seed=4 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python ,"V26, V13, V23, V10, Class, V24, V28, V34, V15, V1, V17, V6, V32, V22, V40, V31, V11, V8, V19, V27, V3, V4, V35, V12, V16"
45077,qsar,biology,40,The QSAR biodegradation dataset was built in the Milano Chemometrics and QSAR Research Group. The research leading to these results has received funding from the European Community,"4, 26, 2, 39, 29, 15, 34, 38, 9, 36, 8, 35, 17, 6, 25, class, 0, 31, 37, 33, 5, 23, 10, 12, 24, 32, 27, 3, 1, 7, 40, 14,"
1444,PizzaCutter3,unknown,37,"**Author**: Hans Bauer Jesus"",""Deter Bergman **Source**: Unknown - Date unknown **Please cite**: Pizza cutter 3","a, ab, p, e, r, c, t, d, k, ag, s, af, ah, ai, ad, v, b, aa, o, m, ac, z, def, g, u, aj, i, ae, l, ak, j, am, h, an, al,"
679,rmftsa_sleepdata,health,2,"**Author**: **Source**: Unknown - Date unknown **Please cite**: Data Sets for 'Regression Models for Time Series Analysis' by B. Kedem and K. Fokianos, Wiley 2002. Submitted by Kos","sleep_state, temperature, heart_rate"
46842,maternal_health_risk,health,6,"Additional Information Age, Systolic Blood Pressure as SystolicBP, Diastolic BP as DiastolicBP, Blood Sugar as BS, Body Temperature as BodyTemp, HeartRate and RiskLevel. All these ","SystolicBP, BS, DiastolicBP, BodyTemp, Age, RiskLevel, HeartRate"
42809,kits,unknown,1000,,"f2254, f13721, f19540, f21933, f8984, f27305, f26475, f6212, f15697, f4706, f19323, f11061, f16969, f15289, f18238, f104"
910,fri_c1_1000_10,unknown,10,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"oz3, oz4, oz5, oz7, oz10, oz8, oz6, oz9, binaryClass, oz2, oz1"
45604,dummy,unknown,6,randomly create description,"X0, X2, X1, X3, X5, X4, y"
45748,StudentsPerformance,education,7,This data set consists of the marks secured by the students in various subjects.,"math score, reading score, parental level of education, lunch, test preparation course, writing score, race/ethnicity, g"
46562,German-Credit-Data-Creditability-Preprocessed-Dataset,unknown,33,Dataset is uploaded from kaggle. https://www.kaggle.com/datasets/mpwolke/cusersmarildownloadsgermancsv/data,"age_years, sex_marital_status_3, occupation_3, telephone, purpose_2, purpose_8, creditability, occupation_2, purpose_10,"
1555,autoUniv-au6-1000,text,40,**Author**: Ray. J. Hickey **Source**: UCI **Please cite**: * Dataset Title: AutoUniv Dataset data problem: autoUniv-au6-1000 * Abstract: AutoUniv is an advanced data generator for,"V26, V13, V23, V10, Class, V24, V28, V34, V15, V1, V17, V6, V32, V22, V40, V31, V11, V8, V19, V27, V3, V4, V35, V12, V16"
46416,Creditability-German-Credit-Data,unknown,20,"Dataset is uploaded from kaggle, see citation for the link.","occupation, age_years, telephone, creditability, credit_amount, value_savings_stocks, guarantors, payment_status_of_prev"
43097,students_scores,unknown,7,This is a dataset about the actors and actresses that have voice characters in Disney movies,"writing.score, parental.level.of.education, race.ethnicity, lunch, math.score, reading.score, gender, test.preparation.c"
43255,1StudentPerfromance,unknown,7,#StudentPerfromance,"math score, reading score, parental level of education, lunch, test preparation course, writing score, race/ethnicity, g"
46502,Credit_Approval_Classification,finance,50,"A dataset for binary classification of credit approval status. Features include customer demographics, financial attributes, and credit history. The target variable class indicates","credit_history_no credits/all paid, num_dependents, credit_history_existing paid, foreign_worker_yes, credit_history_del"
44098,credit-g_reproduced_1,finance,20,**Author**: Dr. Hans Hofmann **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/statlog+(german+credit+data)) - 1994 **Please cite**: [UCI](https://archive.ics.uci.edu/ml/ci,"credit_history, num_dependents, personal_status, credit_amount, existing_credits, employment, savings_status, other_paym"
44097,credit-g_copy,finance,20,**Author**: Dr. Hans Hofmann **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/statlog+(german+credit+data)) - 1994 **Please cite**: [UCI](https://archive.ics.uci.edu/ml/ci,"credit_history, num_dependents, personal_status, credit_amount, existing_credits, employment, savings_status, other_paym"
1547,autoUniv-au1-1000,text,20,**Author**: Ray. J. Hickey **Source**: UCI **Please cite**: * Dataset Title: AutoUniv Dataset data problem: autoUniv-au1-1000 * Abstract: AutoUniv is an advanced data generator for,"V13, V10, Class, V15, V1, V17, V6, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20"
1016,vowel,unknown,12,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Feature 3, Feature 7, Feature 9, Speaker Number, Feature 0, Feature 1, Sex, Feature 4, Train or Test, Feature 6, Feature"
40693,xd6,unknown,9,"**Author**: Unknown **Source**: [PMLB](https://github.com/EpistasisLab/penn-ml-benchmarks/tree/master/datasets/classification) - Supposedly originates from UCI, but can't find it t","Attribute_2, Attribute_8, Attribute_9, Attribute_1, Attribute_6, class, Attribute_5, Attribute_4, Attribute_3, Attribute"
45557,Mammographic-Mass-Data-Set,health,4,"Mammography is the most effective method for breast cancer screening available today. However, the low positive predictive value of breast biopsy resulting from mammogram interpret","Severity, Density, Age, Shape, BI-RADS, Margin"
40705,tokyo1,social,44,"**Author**: Ron Kohavi **Source**: [SGI.com tech archive](http://www.sgi.com/tech/mlc/db/) (no longer available, [copy on GitHub](https://github.com/acefoxy/DataScience/blob/973d92","cpu_max_user, disk_avg_read, net_avg_read, cpu_max_wait, net_max_read, net_max_write, net_avg_total, syscall_total, disk"
50,tic-tac-toe,unknown,9,**Author**: David W. Aha **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Tic-Tac-Toe+Endgame) - 1991 **Please cite**: [UCI](http://archive.ics.uci.edu/ml/citation_policy.,"bottom-left-square, middle-middle-square, top-middle-square, top-left-square, Class, middle-left-square, bottom-middle-s"
45545,Tour-and-Travels-Customer-Churn-Prediction,social,6,A Tour & Travels Company Wants To Predict Whether A Customer Will Churn Or Not Based On Indicators Given Below. Help Build Predictive Models And Save The Company's Money. Perform F,"BookedHotelOrNot, FrequentFlyer, AccountSyncedToSocialMedia, Age, Target, AnnualIncomeClass, ServicesOpted"
841,stock,unknown,9,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"company1, company2, company3, company9, company6, company8, company5, company4, binaryClass, company7"
1233,eating,unknown,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: eating,"pcm_fftMag_fband1000-4000_sma_qregc1, pcm_fftMag_fband250-650_sma_iqr1-2, audSpec_Rfilt_sma_de[3]_stddevRisingSlope, aud"
311,oil_spill,unknown,49,"**Author**: **Source**: Unknown - **Please cite**: Oil dataset Past Usage: 1. Kubat, M., Holte, R.,","attr19, attr17, attr30, attr20, attr36, attr3, attr9, attr13, attr44, attr11, attr1, attr10, attr16, attr26, attr48, att"
45939,132,unknown,3,adas,"V3, V2, V1, Set"
43941,anneal,unknown,38,,"bt, jurofm, p, ferro, bore, bw%2Fme, carbon, marvi, width, surface-finish, s, thick, len, class, cbond, shape, m, bl, fo"
44555,vehicle_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,18,Subsampling of the dataset vehicle (54) with seed=2 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def su,"CIRCULARITY, COMPACTNESS, Class, SCATTER_RATIO, KURTOSIS_ABOUT_MINOR, RADIUS_RATIO, DISTANCE_CIRCULARITY, HOLLOWS_RATIO,"
44153,vehicle_reproduced,image,18,"**Author**: Dr. Pete Mowforth and Dr. Barry Shepherd **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Statlog+(Vehicle+Silhouettes)) **Please cite**: Siebert,JP. Turing In","CIRCULARITY, COMPACTNESS, Class, SCATTER_RATIO, KURTOSIS_ABOUT_MINOR, RADIUS_RATIO, DISTANCE_CIRCULARITY, HOLLOWS_RATIO,"
54,vehicle,image,18,"**Author**: Dr. Pete Mowforth and Dr. Barry Shepherd **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Statlog+(Vehicle+Silhouettes)) **Please cite**: Siebert,JP. Turing In","CIRCULARITY, COMPACTNESS, Class, SCATTER_RATIO, KURTOSIS_ABOUT_MINOR, RADIUS_RATIO, DISTANCE_CIRCULARITY, HOLLOWS_RATIO,"
970,analcatdata_authorship,unknown,70,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"but, a, more, do, for, all, its, or, should, this, who, had, up, will, when, only, be, into, as, every, are, even, has, "
46846,glioma_grading_clinical_and_mutation_features,health,23,For what purpose was the dataset created? Gliomas are the most common primary tumors of the brain. They can be graded as LGG (Lower-Grade Glioma) or GBM (Glioblastoma Multiforme) d,"GRIN2A, Race, Gender, NF1, PIK3CA, Grade, NOTCH1, PDGFRA, IDH1, FUBP1, PTEN, Age_at_diagnosis, RB1, IDH2, MUC16, SMARCA4"
47155,waveform,sensor_signal,21,"waveform data in SOAK paper by Hocking et al. Statistical Analysis and Data Mining (2026), subset_type=train/test file=waveform","x.20, x.10, x.7, predefined.set, x.15, x.1, x.13, x.19, x.16, x.8, x.21, x.3, x.5, x.9, x.11, x.2, y, x.12, x.14, x.6, x"
46667,imdb_genre_prediction,text,11,"Predict whether or not a movie falls within the Drama category based on text features like its name, description, actors/directors, and numerical features like its release year, ru","Rating, Metascore, Genre_is_Drama, Votes, Title, Director, Description, Runtime (Minutes), Actors, Rank, Revenue (Millio"
469,analcatdata_dmft,unknown,4,"**Author**: Unknown **Source**: [Jeffrey S. Simonoff](http://people.stern.nyu.edu/jsimonof/AnalCatData/Data/) - 2003 **Please cite**: Jeffrey S. Simonoff, Analyzing Categorical Dat","DMFT.Begin, Ethnic, Gender, Prevention, DMFT.End"
839,kdd_el_nino-small,unknown,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"humidity, mer_winds, air_temp, buoy, day, zon_winds, latitude, longitude, binaryClass"
